number,directory_num,language_num,file_type,has_test,has_feature,has_bug,has_document,has_improve,has_refactor,subject_length,subject_readability,message_length,message_readability,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,modify_proportion,modify_entropy,test_churn,non_test_churn,reviewer_num,bot_reviewer_num,has_reviewed,comment_num,comment_length,last_comment_mention,merged,time_to_close
3,0.0024968789013732,0.0,0.0,1,0,0,0,0,0,0.1385542168674698,0.2750508580668718,0.006693806180159,0.0785617133771383,0.0004307396052398,0.0,0.0,0.0,0.0,0.0151515151515151,0.0,0.0,0.0049368829772932,0.999722852795078,0.0,9.164374045759552e-05,0.0588235294117647,0.0,1,0.0333333333333333,0.0002521823472356,0,0,0.0
6,0.0116521015397419,0.0,0.0,1,0,0,0,0,0,0.180722891566265,0.1986855145793125,0.0412283817382038,0.0684278078964004,0.0008868168343172,4.857399348388873e-05,0.0079171741778319,0.0066050198150594,0.0072877059569074,0.0,0.0,0.0110974106041923,0.0047916776068189,0.9997264704313455,0.0,0.0002474380992355,0.0588235294117647,0.0,1,0.0333333333333333,0.0011736178467507,0,1,29.85833333333333
16,0.0012484394506866,0.0,0.0,0,0,0,0,0,0,0.036144578313253,0.1815763392624276,0.002185732630256,0.0678722629834677,0.0003124973606641,1.2593257569897078e-05,0.0039585870889159,0.0016512549537648,0.0028517110266159,0.0,0.0,0.001233045622688,0.0049368829772932,0.999721003262212,0.0,7.881361679353216e-05,0.0,0.0,0,0.0,0.0,0,0,0.0
22,0.0058260507698709,0.0,0.0,1,0,0,0,0,0,0.2530120481927711,0.2643576234938188,0.0063659462856206,0.0678914197046033,0.0001266881191881,1.7990367956995824e-05,0.0036540803897685,0.0036327608982826,0.0036438529784537,0.0,0.0,0.0049321824907521,0.0023734497062274,0.9997235862088184,0.0,9.347661526674745e-05,0.0588235294117647,0.0,1,0.0333333333333333,0.0021338506304558,0,1,15.040555555555557
23,0.0228880565959217,0.0,0.15,1,0,0,0,0,0,0.1024096385542168,0.2890303061916436,0.003278598945384,0.0900940595007758,0.0109036241247962,0.001790041611721,0.0660779537149817,0.071003963011889,0.0684410646387832,0.0075757575757575,0.0,0.0209617755856966,0.0045876817692745,0.9997256845468434,0.0,0.0045070391557045,0.2941176470588235,0.0,1,1.0,0.1283220174587779,0,1,98.32611111111112
24,0.0524344569288389,0.0,0.1,1,0,0,0,0,0,0.1626506024096385,0.2519952010849721,0.0,0.0536579759008448,0.0003293891098892,2.518651513979416e-05,0.0386723507917174,0.0359973579920739,0.0373891001267427,0.0,0.0,0.0431565967940813,0.0004456586053483,0.9997382178378206,0.0,0.001074064638163,0.1764705882352941,0.0,1,0.1333333333333333,0.0026382153249272,0,0,0.0
27,0.0524344569288389,0.0,0.1,1,0,0,0,0,0,0.2289156626506024,0.2687914036826456,0.0,0.0536579759008448,0.0003293891098892,2.518651513979416e-05,0.0386723507917174,0.0359973579920739,0.0373891001267427,0.0,0.0,0.0431565967940813,0.0004456586053483,0.9997382178378206,0.0,0.001074064638163,0.1764705882352941,0.0,1,0.2,0.0080795344325897,0,0,0.0
28,0.0166458593424885,0.0,0.05,1,0,0,0,0,0,0.0662650602409638,0.1982682176203641,0.012158137755799,0.0756115783222543,0.0007263452166789,6.476532464518497e-05,0.0048721071863581,0.0039630118890356,0.0044359949302915,0.0,0.0,0.0110974106041923,0.0045628691442533,0.9997252229015118,0.0,0.0002401065999989,0.2352941176470588,0.0,1,0.4,0.0156935014548981,0,0,0.0
29,0.0919683728672492,0.0,0.25,1,0,0,0,0,0,0.1686746987951807,0.3252829795002869,0.014343870386055,0.094461791919695,0.0015624868033209,0.0003364198807958,0.1175395858708891,0.1278071334214002,0.1224651457541191,0.0151515151515151,0.0,0.0739827373612823,0.0009564407591661,0.9997466623416664,0.0,0.0035172867587625,0.1764705882352941,0.0,1,0.1,0.0079825412221144,0,1,90.24861111111112
30,0.0757386600083229,0.0,0.25,1,0,0,0,0,0,0.3313253012048193,0.2415627771112618,0.0220758995655856,0.0775655638780866,0.0020270099070109,0.000203291157914,0.0864799025578562,0.0937912813738441,0.0899873257287705,0.0075757575757575,0.0,0.0616522811344019,0.0013753975054228,0.9997401055038616,0.0,0.0023204195083863,0.1764705882352941,0.0,1,0.1333333333333333,0.008933074684772,0,1,41.71361111111111
31,0.0012484394506866,0.0,0.0,1,0,0,0,0,0,0.1566265060240964,0.2444316937040321,0.0114477746509658,0.09273768701749,7.601287151290952e-05,8.995183978497912e-06,0.002436053593179,0.0016512549537648,0.0020595690747782,0.0,0.0,0.001233045622688,0.0049368829772932,0.999721003262212,0.0,2.3827372518974835e-05,0.0588235294117647,0.0,1,0.0333333333333333,0.0006304558680892,0,0,0.0
33,0.0008322929671244,0.0,0.0,0,0,0,0,0,0,0.2048192771084337,0.2506389859683897,0.0057102264965438,0.07877243730963,1.6891749225091003e-05,3.598073591399165e-06,0.0006090133982947,0.0006605019815059,0.0006337135614702,0.0,0.0,0.001233045622688,0.0049368829772932,0.999721003262212,0.0,5.498624427455732e-06,0.0588235294117647,0.0,1,0.0333333333333333,0.0003006789524733,0,1,0.4013888888888889
39,0.0324594257178526,0.0,0.0,1,0,0,0,0,0,0.1385542168674698,0.244796828543112,0.0174038960684134,0.0690599796938756,0.0026773422521769,0.0,0.0249695493300852,0.0290620871862615,0.0269328263624841,0.0303030303030303,0.0,0.0209617755856966,0.0016116650392223,0.9997329375176917,0.0,0.0017778885648773,0.3529411764705882,0.0,1,0.3333333333333333,0.0238021338506304,0,0,0.0
40,0.0062421972534332,0.0,0.0,0,0,0,0,0,0,0.072289156626506,0.1982682176203641,0.001502691183301,0.0916649106338959,0.000295605611439,1.6191331161296242e-05,0.0045676004872107,0.0029722589167767,0.0038022813688212,0.0,0.0,0.0049321824907521,0.0049368829772932,0.9997240850805216,0.0,7.881361679353216e-05,0.0,0.0,0,0.0,0.0,0,0,0.0
