number,directory_num,language_num,file_type,has_test,has_feature,has_bug,has_document,has_improve,has_refactor,subject_length,subject_readability,message_length,message_readability,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,modify_proportion,modify_entropy,test_churn,non_test_churn,reviewer_num,bot_reviewer_num,has_reviewed,comment_num,comment_length,last_comment_mention,merged,time_to_close
56,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.1755725190839694,0.1085197069105885,0.0,0.0284074198030445,6.29465269253769e-05,9.034511835210504e-05,0.0009794319294809,0.0009779951100244,0.0009787129924149,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0001690664713009,0.0,0.0,0,0.0,0.0,0,1,2720.0
58,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.3129770992366412,0.2869115463818782,0.0050568227184414,0.044695287066054,0.0001258930538507,0.0001204601578028,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0003099551973851,0.037037037037037,0.0,1,0.0333333333333333,0.0004354249280771,1,1,87698.0
61,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.3358778625954198,0.1442938556582539,0.0086232134777632,0.0403849859534893,6.29465269253769e-05,9.034511835210504e-05,0.0009794319294809,0.0009779951100244,0.0009787129924149,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0001690664713009,0.074074074074074,0.0,1,0.0666666666666666,0.0009175025270196,0,1,835257.0
67,0.0051474029012634,0.5,0.0344827586206896,0,0,0,0,0,0,0.3206106870229007,0.1694363296776974,0.0056157347031112,0.2460522712751392,0.0002832593711641,3.011503945070168e-05,0.0019588638589618,0.0,0.0009787129924149,0.0,0.0,0.0093240093240093,0.0185447918771143,0.9974872512038024,0.0,0.0005071994139028,0.1481481481481481,0.0,1,0.1666666666666666,0.0225954435891454,1,1,578883.0
68,0.00280767430978,0.5,0.0344827586206896,0,0,0,0,0,0,0.2519083969465648,0.1546381878262535,0.0026348707848721,0.4411821381121896,0.0001258930538507,0.0,0.0009794319294809,0.0004889975550122,0.0007340347443112,0.0,0.0,0.0069930069930069,0.0148351056841138,0.997473818500595,0.0,0.0002535997069514,0.0,0.0,0,0.0,0.0,0,1,514529.0
69,0.0023397285914833,0.0,0.0344827586206896,0,0,0,0,0,0,0.3511450381679389,0.1276279871653656,0.0013839725334681,0.0401314388292208,0.0003619425298209,0.0009636812624224,0.0019588638589618,0.0034229828850855,0.0026914607291411,0.0,0.0,0.0046620046620046,0.0185447918771143,0.9974520119445994,0.0,0.0015215982417086,0.0,0.0,0,0.0,0.0,0,1,134760.0
72,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.4427480916030534,0.1895024184665485,0.0099805711548186,0.0380827780651311,1.5736631731344224e-05,0.0,0.0004897159647404,0.0,0.0002446782481037,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0,0.037037037037037,0.0,1,0.0333333333333333,9.33053417308141e-05,0,1,11245.0
75,0.0107627515208235,0.0,0.0,0,0,0,0,0,0,0.282442748091603,0.1377807576265504,0.0536555505283049,0.0400097362095719,0.0041702074088062,9.034511835210504e-05,0.0078354554358472,0.00440097799511,0.0061169562025935,0.0099009900990099,0.0,0.0163170163170163,0.0111420548552075,0.9974675078018604,0.0,0.0125390966214883,0.074074074074074,0.0,1,0.0666666666666666,0.0065313739211569,0,1,236179.0
77,0.0046794571829667,0.0,0.0,1,0,0,0,0,0,0.2748091603053435,0.2023370528231406,0.0027413302105235,0.0327075790306386,0.0011330374846567,0.0001505751972535,0.0009794319294809,0.0014669926650366,0.0012233912405187,0.0,0.0,0.0069930069930069,0.0180752113463547,0.9974535460183278,0.0,0.0021978641269125,0.0,0.0,0,0.0,0.0,0,1,157506.0
81,0.00140383715489,0.0,0.0344827586206896,0,0,0,0,0,0,0.3206106870229007,0.1694363296776974,0.0059883426928911,0.0400705875193963,4.720989519403267e-05,6.023007890140336e-05,0.0014691478942213,0.0009779951100244,0.0012233912405187,0.0,0.0,0.0046620046620046,0.0185447918771143,0.9974545892179564,0.0,0.0001127109808673,0.074074074074074,0.0,1,0.0666666666666666,0.0052250991369255,0,1,12727.0
84,0.0238652316331305,0.0,0.0,1,0,0,0,0,0,0.3282442748091603,0.2010440113021407,0.0083304500572219,0.0447561383758785,0.0039498945645674,0.0005721857495633,0.0161606268364348,0.0122249388753056,0.0141913383900171,0.0,0.0,0.0396270396270396,0.0141434692752493,0.9975610091543752,0.0,0.0099467440615401,0.0,0.0,0,0.0,0.0,0,1,10182.0
86,0.0009358914365933,0.5,0.0,0,0,0,0,0,0,0.2137404580152671,0.1523394473444758,0.0006653714103212,0.0357602864068315,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.037037037037037,0.0,1,0.0333333333333333,0.0014773345774045,0,1,83.0
