pr_id,created_at,pr_number,state,author_association,merged,draft,additions_total,deletions_total,changes_total,directory_count,file_types_count,review_count,approval_count,commits,comments,review_comments,time_to_close,has_bug,has_fix,has_refactor,has_feature,has_test,has_document,has_improve
57471206,2016-01-28 08:44:24+00:00,1,0.06708933204005789,-3.0596208854039624,1,-0.18675928961651284,-0.08905285530987801,-0.09226104663889444,-0.11498178265557299,-0.4856218930033768,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,777.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
59690394,2016-02-17 18:51:51+00:00,2,0.06708933204005789,-3.0596208854039624,1,-0.18675928961651284,-0.04443962673807566,-0.07185743651595622,-0.06836094212417998,0.3369599495176879,-0.11940430222717147,-0.3422675559848749,-0.3186171989811301,0.1782791286671446,-0.23414332807592309,0.4641747836681759,88071.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
61285057,2016-03-01 18:20:07+00:00,3,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,0.08969164870655885,-0.08759736432507999,0.03901578101461351,0.3369599495176879,-0.11940430222717147,-0.3422675559848749,-0.3186171989811301,0.047805877204167846,-0.23414332807592309,-0.2854269670220071,1579.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65890568,2016-04-09 19:48:34+00:00,4,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09342670124829,-0.09051216577121401,-0.11795758098736404,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,1048.0,-0.9074391582538768,1.0481069646373604,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65890890,2016-04-09 20:00:47+00:00,5,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09400988070674493,-0.09167808634966763,-0.11894951376462772,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,337.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65904431,2016-04-10 08:24:06+00:00,6,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.08759490666374067,-0.08468256287894596,-0.11051808515788643,-0.21142794549635527,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,26690.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65904836,2016-04-10 08:44:38+00:00,7,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09371829097751747,-0.09167808634966763,-0.1187015305703118,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,0.08937390832308435,30166.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65916560,2016-04-10 17:22:37+00:00,8,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09284352178983507,-0.09051216577121401,-0.1174616145987322,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.050049061393064725,0.9737538608825825,-0.2854269670220071,78613.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
65918288,2016-04-10 18:25:30+00:00,9,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.0009927570831831743,0.07155079463383808,0.02959241963060854,0.6111538970247095,-0.11940430222717147,-0.3422675559848749,-0.3186171989811301,0.27613406726437717,-0.23414332807592309,-0.2854269670220071,178330.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,4.155346425340581
66032125,2016-04-11 17:35:06+00:00,10,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.0943014704359724,-0.09226104663889444,-0.11944548015325956,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,0.4641747836681759,5195.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66032162,2016-04-11 17:35:20+00:00,11,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.07534813803618709,-0.08992920548198721,-0.10233463974546106,0.0627660020106663,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,5228.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66048416,2016-04-11 19:27:55+00:00,12,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09196875260215268,-0.09167808634966763,-0.11721363140441628,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,2511.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66661533,2016-04-15 15:32:13+00:00,13,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09313511151906254,-0.08992920548198721,-0.1174616145987322,-0.4856218930033768,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.050049061393064725,-0.23414332807592309,-0.2854269670220071,2234.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66666332,2016-04-15 16:04:08+00:00,14,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.08117993262073642,-0.08409960258971914,-0.10481447168862026,-0.4856218930033768,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.050049061393064725,-0.23414332807592309,0.08937390832308435,96320.0,-0.9074391582538768,1.0481069646373604,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66680710,2016-04-15 17:57:01+00:00,15,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,0.0025063196675464217,-0.06602783362368816,-0.025955815896157607,0.3369599495176879,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,0.9737538608825825,-0.2854269670220071,1025217.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66709192,2016-04-15 21:43:03+00:00,16,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.0943014704359724,-0.09226104663889444,-0.11944548015325956,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,32781.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66734819,2016-04-16 10:52:22+00:00,17,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.09342670124829,-0.09167808634966763,-0.11845354737599588,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.0826673742588089,-0.23414332807592309,-0.2854269670220071,165.0,-0.9074391582538768,-0.9541010924834329,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
66752661,2016-04-16 23:04:53+00:00,18,0.06708933204005789,-0.39187262571676357,1,-0.18675928961651284,-0.08088834289150895,-0.08526552316817276,-0.10506245488293618,-0.7598158405103984,-0.7966443943068076,-0.3422675559848749,-0.3186171989811301,-0.050049061393064725,-0.23414332807592309,-0.2854269670220071,27725.0,-0.9074391582538768,1.0481069646373604,-0.19008529203460348,-0.11500184519366244,-0.16806306050912057,-0.06409353493650727,-0.24065382224251924
